,t1,t2,t3,t4,t5,ap1,ap2,ap3,ap4,ap5,sp1,sp2,sp3,sp4,sp5,ws1,ws2,ws3,ws4,ws5,wd1,wd2,wd3,wd4,wd5,h1,h2,h3,h4,h5,r1,r2,r3,r4,r5,s1,s2,s3,s4,s5,Y00,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18
4533,25.1,25.6,25.9,25.7,26.1,985.8,986.0,999.4,1004.9,998.3,1005.9,1005.4,1005.0,1006.3,1006.4,3.1,2.7,2.8,2.1,1.2,209.8,277.3,307.4,331.3,333.1,56.1,55.9,54.3,59.1,54.1,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,9.38,,,,,,,,,,,,,,,,,,,39.5
4534,25.0,25.5,25.4,25.4,25.8,985.8,985.9,999.3,1004.8,998.3,1005.8,1005.3,1005.1,1006.3,1006.3,1.2,2.4,3.6,2.0,1.7,182.0,345.3,17.4,269.1,305.7,56.9,56.0,53.7,58.4,55.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,9.84,,,,,,,,,,,,,,,,,,,38.0
4535,25.7,26.3,25.7,25.9,26.1,985.7,985.9,999.2,1004.6,998.1,1005.7,1005.3,1004.9,1006.0,1006.1,2.5,2.4,3.9,2.1,1.3,190.7,243.4,192.4,344.7,316.1,55.7,54.3,51.8,59.3,56.5,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,10.35,,,,,,,,,,,,,,,,,,,39.0
4536,25.6,25.9,26.0,25.6,26.2,985.6,985.8,999.1,1004.6,998.0,1005.6,1005.1,1004.8,1005.9,1006.1,2.2,1.6,2.7,2.7,3.7,229.8,299.4,319.9,5.3,31.7,54.5,54.8,51.9,59.1,50.5,0.0,0.0,0.0,0.0,0.0,9.53,0.0,0.0,0.0,10.88,,,,,,,,,,,,,,,,,,,40.5
4537,26.0,26.0,25.8,25.6,27.2,985.4,985.7,999.0,1004.5,998.0,1005.5,1005.0,1004.6,1005.9,1006.0,1.1,2.1,2.0,2.5,1.7,212.7,311.3,329.5,283.6,275.5,56.6,54.5,50.3,56.4,54.0,0.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,11.47,,,,,,,,,,,,,,,,,,,41.0
4538,25.4,26.3,25.6,27.1,27.1,985.5,985.6,998.9,1004.4,997.8,1005.4,1004.9,1004.6,1005.7,1005.9,1.3,1.7,3.4,2.5,0.7,180.0,349.1,30.5,339.8,285.1,52.4,53.6,50.0,55.0,53.9,0.0,0.0,0.0,0.0,0.0,10.73,0.0,0.0,0.0,12.02,,,,,,,,,,,,,,,,,,,40.0
4539,25.9,26.0,25.2,26.6,27.1,985.4,985.5,998.9,1004.4,997.8,1005.4,1004.8,1004.6,1005.7,1005.9,2.0,1.3,3.3,1.7,2.0,241.6,254.8,323.1,285.8,82.8,51.8,53.8,48.7,58.3,53.7,0.0,0.0,0.0,0.0,0.0,10.97,0.0,0.0,0.0,12.33,,,,,,,,,,,,,,,,,,,40.0
4540,26.4,26.1,25.8,26.3,27.6,985.3,985.4,998.8,1004.3,997.7,1005.3,1004.6,1004.5,1005.6,1005.8,1.7,1.5,3.7,1.0,0.7,195.8,266.6,111.4,349.4,65.0,53.2,53.0,47.2,59.0,51.8,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,12.7,,,,,,,,,,,,,,,,,,,39.5
4541,26.0,26.7,25.8,26.9,27.4,985.2,985.4,998.7,1004.2,997.6,1005.2,1004.6,1004.3,1005.5,1005.7,1.3,1.7,4.3,2.0,1.7,211.2,273.4,214.2,326.8,284.3,51.6,50.9,49.8,56.4,52.7,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,13.35,,,,,,,,,,,,,,,,,,,38.5
4542,26.3,27.0,26.1,26.8,27.3,985.1,985.3,998.6,1004.1,997.6,1005.1,1004.5,1004.2,1005.5,1005.6,2.1,1.6,2.1,3.4,0.9,218.3,270.3,343.6,346.9,23.6,50.4,52.6,49.7,56.0,51.4,0.0,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,14.01,,,,,,,,,,,,,,,,,,,39.0
4543,27.4,27.2,26.1,27.4,27.3,985.1,985.1,998.5,1004.0,997.4,1005.0,1004.3,1004.2,1005.3,1005.5,0.9,2.0,3.8,3.4,0.5,178.2,323.2,220.2,345.7,75.3,51.1,50.5,49.9,54.5,52.0,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,14.66,,,,,,,,,,,,,,,,,,,38.5
4544,26.7,27.1,26.6,26.7,27.4,985.0,985.1,998.4,1003.9,997.3,1004.8,1004.3,1004.1,1005.2,1005.4,2.3,2.8,2.6,1.8,0.9,277.6,332.5,316.5,292.2,25.0,50.5,49.0,48.2,53.7,49.2,0.0,0.0,0.0,0.0,0.0,12.89,0.0,0.0,0.0,15.19,,,,,,,,,,,,,,,,,,,38.5
4545,27.1,27.5,27.2,27.4,28.0,984.9,985.0,998.3,1003.8,997.2,1004.7,1004.2,1004.0,1005.1,1005.3,1.7,1.2,3.8,2.5,1.8,188.9,270.4,40.4,314.1,325.4,50.0,49.5,47.4,54.0,50.5,0.0,0.0,0.0,0.0,0.0,13.31,0.0,0.0,0.0,15.82,,,,,,,,,,,,,,,,,,,39.0
4546,27.2,27.4,27.0,27.6,28.0,984.8,984.8,998.2,1003.7,997.1,1004.6,1004.0,1003.9,1005.0,1005.2,1.6,1.5,3.2,1.6,3.4,226.7,199.7,354.4,334.2,25.1,48.8,48.3,48.5,52.0,49.6,0.0,0.0,0.0,0.0,0.0,13.77,0.0,0.0,0.0,16.4,,,,,,,,,,,,,,,,,,,39.0
4547,28.6,27.8,26.2,26.7,28.1,984.7,984.8,998.1,1003.6,997.1,1004.6,1004.0,1003.8,1005.0,1005.1,1.5,2.4,2.1,2.0,1.4,181.7,210.5,43.8,297.5,39.0,52.1,47.2,47.0,51.4,50.1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.03,,,,,,,,,,,,,,,,,,,39.0
4548,27.8,27.9,27.0,28.2,27.4,984.6,984.7,998.1,1003.5,996.8,1004.5,1003.9,1003.6,1004.7,1005.0,1.3,0.8,1.9,2.3,1.7,240.4,280.6,284.6,4.1,292.9,48.6,45.8,49.6,53.3,49.8,0.0,0.0,0.0,0.0,0.0,14.43,0.0,0.0,0.0,17.61,,,,,,,,,,,,,,,,,,,38.5
4549,28.4,27.8,27.1,27.7,27.8,984.6,984.7,997.9,1003.5,996.8,1004.3,1003.9,1003.6,1004.7,1005.0,1.8,1.1,2.8,3.3,2.0,217.8,302.0,6.0,332.6,291.0,48.7,48.3,50.0,51.1,48.9,0.0,0.0,0.0,0.0,0.0,14.73,0.0,0.0,0.0,18.2,,,,,,,,,,,,,,,,,,,38.5
4550,27.7,28.1,27.6,27.4,27.4,984.5,984.7,997.9,1003.4,996.8,1004.3,1003.9,1003.6,1004.7,1004.9,1.0,1.1,3.4,2.4,1.3,221.4,340.2,339.5,342.0,261.3,49.8,47.1,49.8,50.4,49.8,0.0,0.0,0.0,0.0,0.0,15.14,0.0,0.0,0.0,18.79,,,,,,,,,,,,,,,,,,,36.5
4551,27.8,28.2,27.5,28.2,28.8,984.4,984.6,997.8,1003.3,996.7,1004.2,1003.7,1003.4,1004.5,1004.8,1.5,1.4,3.1,2.3,0.9,211.5,294.0,330.4,334.8,315.2,48.2,44.8,48.0,50.0,49.2,0.0,0.0,0.0,0.0,0.0,15.73,0.0,0.0,0.0,19.37,,,,,,,,,,,,,,,,,,,34.5
4552,27.4,28.5,28.0,28.6,28.4,984.4,984.6,997.7,1003.3,996.6,1004.1,1003.7,1003.4,1004.4,1004.8,0.6,2.1,2.6,2.5,1.3,187.1,288.2,234.7,295.3,329.2,48.0,45.4,48.1,52.2,45.5,0.0,0.0,0.0,0.0,0.0,16.29,0.0,0.0,0.0,19.92,,,,,,,,,,,,,,,,,,,33.0
4553,28.4,28.8,27.8,28.1,27.8,984.4,984.5,997.7,1003.3,996.5,1004.1,1003.7,1003.4,1004.3,1004.8,2.4,1.5,2.2,3.3,1.7,137.3,253.8,268.8,331.4,226.9,45.0,43.9,49.1,50.8,45.5,0.0,0.0,0.0,0.0,0.0,16.82,0.0,0.0,0.0,20.45,,,,,,,,,,,,,,,,,,,32.5
4554,28.4,28.4,28.2,28.2,28.1,984.2,984.3,997.6,1003.2,996.6,1004.0,1003.5,1003.2,1004.4,1004.7,2.2,2.8,1.6,2.9,3.1,149.7,291.2,323.5,290.5,288.0,45.5,44.6,48.0,49.8,45.1,0.0,0.0,0.0,0.0,0.0,17.37,0.0,0.0,0.0,20.98,,,,,,,,,,,,,,,,,,,32.0
4555,28.9,28.4,28.2,28.9,28.5,984.3,984.3,997.6,1003.1,996.4,1004.0,1003.4,1003.2,1004.2,1004.6,2.0,1.4,2.8,2.0,2.9,175.2,271.6,281.3,294.3,233.6,45.3,44.7,48.1,50.1,47.3,0.0,0.0,0.0,0.0,0.0,17.92,0.0,0.0,0.0,21.49,,,,,,,,,,,,,,,,,,,32.0
4556,28.2,28.7,28.2,28.4,28.6,984.2,984.3,997.5,1003.0,996.4,1003.9,1003.4,1003.2,1004.2,1004.5,1.4,2.3,3.4,3.1,2.2,184.6,308.6,251.9,282.1,355.4,46.1,45.1,47.5,49.3,46.7,0.0,0.0,0.0,0.0,0.0,18.35,0.0,0.0,0.0,21.98,,,,,,,,,,,,,,,,,,,31.5
4557,28.4,28.8,28.4,28.1,28.2,984.2,984.2,997.5,1003.0,996.3,1003.9,1003.3,1003.2,1004.1,1004.5,3.1,1.8,3.4,2.5,3.3,168.7,268.7,290.6,351.7,303.3,44.6,44.3,47.6,48.1,47.2,0.0,0.0,0.0,0.0,0.0,18.72,0.0,0.0,0.0,22.45,,,,,,,,,,,,,,,,,,,31.5
4558,28.1,28.7,28.4,27.9,27.8,984.1,984.2,997.4,1002.8,996.2,1003.8,1003.4,1003.1,1004.0,1004.3,2.4,1.7,1.4,3.2,0.9,251.6,251.8,127.6,1.7,269.7,43.9,44.8,47.6,49.2,46.9,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,22.91,,,,,,,,,,,,,,,,,,,31.5
4559,28.4,28.6,28.0,28.9,28.0,984.1,984.2,997.5,1002.7,996.2,1003.9,1003.4,1003.0,1004.0,1004.2,1.1,2.4,2.2,2.0,2.5,174.2,302.5,298.5,297.5,286.3,43.7,45.1,46.9,48.4,46.1,0.0,0.0,0.0,0.0,0.0,19.64,0.0,0.0,0.0,23.36,,,,,,,,,,,,,,,,,,,31.5
4560,28.3,28.5,27.8,28.8,28.0,984.1,984.1,997.4,1002.8,996.2,1003.8,1003.3,1003.0,1004.0,1004.3,1.9,1.0,3.2,3.6,1.8,169.8,271.9,338.9,357.2,280.6,43.8,43.3,46.5,48.8,47.3,0.0,0.0,0.0,0.0,0.0,20.05,0.0,0.0,0.0,23.78,,,,,,,,,,,,,,,,,,,31.5
4561,28.7,28.8,28.2,28.4,28.1,984.1,984.0,997.3,1002.8,996.2,1003.7,1003.1,1003.1,1004.0,1004.3,2.1,1.7,2.6,2.8,3.3,186.2,272.2,294.1,333.7,304.0,43.5,44.0,46.1,49.4,46.2,0.0,0.0,0.0,0.0,0.0,20.45,0.0,0.0,0.0,24.19,,,,,,,,,,,,,,,,,,,31.5
4562,27.9,28.6,28.4,28.6,28.0,984.0,984.0,997.2,1002.8,996.1,1003.6,1003.2,1002.9,1003.9,1004.3,1.4,0.4,3.0,2.7,3.4,203.0,291.7,309.9,342.8,122.4,43.5,44.8,45.2,47.6,47.9,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,24.56,,,,,,,,,,,,,,,,,,,31.5
4563,28.1,28.8,28.3,28.5,28.3,983.9,984.1,997.2,1002.7,996.1,1003.6,1003.2,1002.9,1003.9,1004.2,3.9,1.0,2.6,3.3,3.6,169.3,255.7,341.2,290.3,259.7,42.5,44.3,44.6,47.8,46.9,0.0,0.0,0.0,0.0,0.0,21.17,0.0,0.0,0.0,24.93,,,,,,,,,,,,,,,,,,,31.5
4564,28.3,28.8,28.5,28.5,28.5,983.9,984.1,997.2,1002.7,996.0,1003.6,1003.2,1002.9,1003.8,1004.2,3.3,1.4,3.9,1.9,2.5,212.5,248.3,302.8,328.2,310.7,43.6,44.4,44.9,48.8,48.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,25.27,,,,,,,,,,,,,,,,,,,31.5
4565,28.3,28.7,28.4,28.0,28.5,983.9,984.0,997.2,1002.8,996.1,1003.6,1003.1,1002.9,1003.9,1004.3,2.5,2.5,4.3,1.9,2.9,178.8,256.0,281.6,320.5,266.3,45.2,43.4,45.0,46.9,47.9,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,25.59,,,,,,,,,,,,,,,,,,,31.0
4566,28.3,28.7,28.0,28.0,27.8,983.8,984.1,997.1,1002.8,996.0,1003.5,1003.3,1002.8,1003.8,1004.3,1.3,2.3,2.1,3.2,1.9,209.0,269.6,339.3,293.8,283.4,43.7,44.0,46.0,48.3,49.2,0.0,0.0,0.0,0.0,0.0,22.07,0.0,0.0,0.0,25.89,,,,,,,,,,,,,,,,,,,31.0
4567,28.4,28.6,28.0,27.7,27.9,983.8,984.1,997.1,1002.8,996.0,1003.5,1003.3,1002.8,1003.8,1004.3,1.8,1.7,2.9,2.5,3.7,214.8,273.2,294.8,300.3,282.9,44.0,43.9,46.1,49.2,48.5,0.0,0.0,0.0,0.0,0.0,22.34,0.0,0.0,0.0,26.17,,,,,,,,,,,,,,,,,,,31.0
4568,28.3,28.5,27.7,27.9,27.8,983.8,984.2,997.1,1002.7,996.0,1003.5,1003.4,1002.8,1003.8,1004.2,2.2,1.6,2.4,1.8,2.8,164.1,253.2,330.8,292.0,303.2,45.1,44.3,46.1,50.7,48.5,0.0,0.0,0.0,0.0,0.0,22.57,0.0,0.0,0.0,26.42,,,,,,,,,,,,,,,,,,,30.5
4569,27.7,28.1,27.8,27.9,27.4,983.9,984.1,997.1,1002.6,996.0,1003.5,1003.3,1002.9,1003.8,1004.1,2.1,1.9,3.2,1.6,3.3,171.0,299.5,286.2,308.8,325.7,46.0,44.3,45.8,51.6,48.5,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,26.65,,,,,,,,,,,,,,,,,,,30.0
4570,27.8,27.7,27.6,27.6,27.5,983.8,984.1,997.0,1002.6,996.0,1003.4,1003.3,1002.8,1003.9,1004.1,3.1,2.1,3.4,2.4,3.1,174.4,308.5,320.0,292.6,310.3,44.8,45.3,46.3,52.5,49.5,0.0,0.0,0.0,0.0,0.0,22.97,0.0,0.0,0.0,26.86,,,,,,,,,,,,,,,,,,,29.5
4571,27.6,27.4,27.6,27.4,27.4,983.8,984.1,996.9,1002.6,996.0,1003.3,1003.3,1002.8,1003.9,1004.1,1.4,1.8,2.4,2.7,2.9,206.1,277.0,338.1,344.1,359.4,47.2,45.6,46.1,54.0,48.7,0.0,0.0,0.0,0.0,0.0,23.14,0.0,0.0,0.0,27.05,,,,,,,,,,,,,,,,,,,29.0
4572,28.0,27.7,27.6,27.2,27.1,983.9,984.2,997.0,1002.7,996.0,1003.4,1003.4,1003.0,1003.9,1004.2,1.3,2.5,3.7,1.6,1.5,199.3,280.5,316.4,271.3,283.4,47.4,45.8,46.1,53.3,48.8,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,27.22,,,,,,,,,,,,,,,,,,,29.0
4573,27.5,27.5,27.2,27.0,26.8,984.1,984.2,997.1,1002.8,996.2,1003.5,1003.5,1003.2,1004.1,1004.3,2.0,3.2,3.4,1.6,2.1,205.8,280.8,315.4,320.7,328.1,49.1,47.0,47.1,53.9,53.2,0.0,0.0,0.0,0.0,0.0,23.45,0.0,0.0,0.0,27.37,,,,,,,,,,,,,,,,,,,28.5
4574,27.3,27.4,27.0,26.8,26.9,984.0,984.4,997.2,1002.8,996.2,1003.6,1003.7,1003.1,1004.1,1004.3,1.0,2.0,2.9,1.4,2.6,210.9,282.9,316.1,305.7,321.9,49.1,50.0,46.9,54.1,54.2,0.0,0.0,0.0,0.0,0.0,23.56,0.0,0.0,0.0,27.5,,,,,,,,,,,,,,,,,,,28.0
4575,26.6,27.1,27.0,26.6,26.7,984.1,984.4,997.3,1002.9,996.2,1003.7,1003.7,1003.2,1004.1,1004.4,1.1,2.1,2.7,2.7,3.4,192.1,286.9,303.3,282.9,307.1,50.7,54.4,47.0,54.5,54.4,0.0,0.0,0.0,0.0,0.0,23.67,0.0,0.0,0.0,27.61,,,,,,,,,,,,,,,,,,,27.5
4576,26.3,26.7,26.5,26.4,26.3,984.2,984.5,997.5,1003.0,996.3,1003.9,1003.8,1003.3,1004.2,1004.5,1.3,2.1,2.7,1.3,2.1,197.1,275.8,333.6,277.8,317.3,51.1,55.6,48.6,55.6,56.1,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,27.69,,,,,,,,,,,,,,,,,,,27.5
4577,25.9,26.5,26.3,26.0,26.1,984.3,984.6,997.5,1003.1,996.5,1003.9,1003.9,1003.5,1004.4,1004.6,2.0,1.8,2.4,1.8,2.9,199.9,290.0,327.4,285.3,310.8,53.2,58.4,49.0,56.5,57.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,27.76,,,,,,,,,,,,,,,,,,,27.0
4578,25.5,26.1,26.1,25.7,25.8,984.4,984.7,997.6,1003.1,996.5,1004.1,1004.1,1003.6,1004.4,1004.6,1.2,1.5,1.9,2.3,3.8,206.8,286.0,329.2,286.5,292.2,54.3,60.9,49.3,56.9,58.0,0.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,0.0,27.81,,,,,,,,,,,,,,,,,,,26.5
4579,25.2,25.9,25.8,25.2,25.6,984.4,984.8,997.7,1003.1,996.6,1004.2,1004.2,1003.7,1004.5,1004.6,1.3,2.1,1.9,1.4,2.3,189.3,283.6,330.4,287.2,322.3,55.8,62.5,49.3,58.0,60.0,0.0,0.0,0.0,0.0,0.0,23.89,0.0,0.0,0.0,27.84,,,,,,,,,,,,,,,,,,,26.0
4580,24.9,25.7,25.7,24.9,25.2,984.5,984.8,997.8,1003.1,996.6,1004.3,1004.2,1003.8,1004.5,1004.6,0.7,2.4,1.6,1.4,2.7,207.5,303.7,320.6,294.7,336.8,56.8,63.7,50.6,58.8,61.2,0.0,0.0,0.0,0.0,0.0,23.92,0.0,0.0,0.0,27.86,,,,,,,,,,,,,,,,,,,26.0
4581,24.6,25.4,25.2,24.3,24.8,984.5,984.8,997.8,1003.2,996.6,1004.3,1004.3,1003.7,1004.5,1004.7,1.9,2.5,1.4,1.2,2.9,231.2,289.7,332.4,285.7,322.7,59.3,64.9,52.0,61.2,63.3,0.0,0.0,0.0,0.0,0.0,23.93,0.0,0.0,0.0,27.87,,,,,,,,,,,,,,,,,,,25.5
4582,24.5,24.9,24.8,23.6,24.4,984.6,984.8,998.0,1003.4,996.7,1004.4,1004.1,1003.8,1004.7,1004.9,1.6,2.1,0.6,1.3,3.3,263.8,273.8,341.3,285.7,345.2,63.5,65.7,53.9,64.4,64.4,0.0,0.0,0.0,0.0,0.0,23.94,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,25.0
4583,24.1,24.7,24.6,22.7,24.0,984.7,984.9,998.0,1003.4,996.8,1004.4,1004.3,1004.0,1004.7,1004.9,2.4,2.4,0.7,0.9,1.3,258.0,288.1,18.7,282.7,321.2,68.5,66.9,56.4,66.6,65.9,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,25.0
4584,24.0,24.5,24.3,22.4,23.5,984.8,985.1,998.1,1003.5,996.9,1004.6,1004.5,1004.2,1004.8,1005.0,1.2,2.5,0.5,0.0,2.3,261.0,286.7,330.4,0.0,328.2,68.8,67.3,58.7,67.8,67.2,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,24.5
4585,23.7,24.3,24.1,21.9,22.7,985.0,985.1,998.2,1003.6,997.0,1004.7,1004.6,1004.4,1004.9,1005.1,2.3,2.1,0.4,0.0,1.9,222.2,273.8,339.7,0.0,335.5,71.2,68.1,63.5,69.0,68.4,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,24.5
4586,23.5,24.2,24.0,21.5,22.2,985.0,985.2,998.2,1003.6,997.1,1004.7,1004.8,1004.5,1005.0,1005.1,3.5,1.6,0.0,0.0,1.5,0.0,272.7,348.0,0.0,337.8,72.6,69.1,65.7,69.1,68.3,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,24.0
4587,23.3,23.9,23.7,21.3,21.7,985.2,985.3,998.3,1003.8,997.3,1004.8,1004.9,1004.7,1005.2,1005.3,2.2,1.0,0.0,0.6,2.0,0.0,278.3,345.6,241.5,5.6,74.6,70.0,67.9,70.2,68.8,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,24.0
4588,23.1,23.7,23.7,21.3,21.3,985.2,985.5,998.5,1004.0,997.5,1005.0,1005.2,1004.7,1005.5,1005.5,1.4,0.9,0.0,0.9,1.1,0.0,280.2,353.7,271.9,7.6,74.2,70.5,70.3,71.3,68.9,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,24.0
4589,23.1,23.5,23.6,21.2,21.1,985.5,985.7,998.7,1004.1,997.7,1005.2,1005.4,1005.0,1005.7,1005.6,2.4,0.3,0.0,0.6,1.5,0.0,281.8,340.8,259.0,351.2,74.1,70.9,70.2,72.2,69.5,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.5
4590,23.1,23.4,23.5,20.6,21.0,985.7,985.9,998.9,1004.3,997.7,1005.4,1005.6,1005.3,1005.7,1005.8,1.1,2.2,1.0,0.5,0.9,238.5,266.5,359.6,277.1,331.9,77.4,69.6,70.2,72.7,70.2,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.5
4591,23.1,23.2,23.3,21.1,20.9,985.8,986.0,999.1,1004.5,997.9,1005.6,1005.7,1005.3,1005.9,1006.0,1.1,1.1,1.0,0.0,2.2,220.1,269.4,317.0,0.0,25.8,76.6,69.2,70.7,73.1,71.4,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.5
4592,22.8,23.1,23.3,21.0,20.8,985.9,986.2,999.3,1004.5,998.1,1005.8,1005.9,1005.5,1006.1,1006.0,1.7,1.2,0.7,0.0,1.2,205.1,293.6,341.7,0.0,9.6,78.1,70.3,71.7,73.6,71.5,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.0
4593,22.5,22.8,23.3,20.9,20.9,986.0,986.2,999.3,1004.6,998.1,1005.8,1005.9,1005.6,1006.1,1006.1,1.2,1.3,0.9,0.0,0.9,232.6,292.2,337.9,0.0,344.7,78.9,71.5,70.7,74.5,71.6,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.0
4594,22.3,22.7,23.2,20.9,20.5,986.1,986.3,999.4,1004.6,998.1,1005.9,1006.1,1005.7,1006.1,1006.1,1.6,2.8,1.0,0.0,1.2,240.3,279.9,358.3,0.0,331.8,80.6,72.6,72.3,74.9,71.7,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,23.0
4595,22.1,22.5,23.0,20.9,20.3,986.2,986.4,999.3,1004.7,998.2,1005.8,1006.2,1005.8,1006.2,1006.2,1.8,1.9,1.4,1.2,0.5,222.4,276.6,342.5,276.1,303.5,81.3,73.3,74.0,75.7,72.7,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.5
4596,21.9,22.4,22.8,20.5,20.2,986.3,986.5,999.4,1004.9,998.4,1005.9,1006.3,1005.9,1006.4,1006.4,1.5,2.0,0.0,0.8,0.7,0.0,291.1,11.8,270.7,310.7,83.6,74.2,74.9,76.6,73.0,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.5
4597,21.8,22.3,22.7,20.4,20.2,986.2,986.5,999.4,1004.9,998.4,1005.9,1006.3,1005.8,1006.4,1006.4,1.4,1.5,0.2,0.0,1.2,248.7,260.9,346.8,0.0,315.3,83.4,75.8,75.0,77.0,73.9,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.5
4598,21.7,22.3,22.6,20.2,20.3,986.3,986.5,999.4,1005.0,998.4,1005.9,1006.3,1006.0,1006.4,1006.5,1.2,1.7,0.8,0.9,0.7,224.7,285.7,10.4,276.2,339.2,84.7,76.0,75.8,77.1,74.5,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4599,21.7,22.2,22.3,20.5,20.3,986.3,986.6,999.3,1004.9,998.5,1005.8,1006.4,1005.9,1006.5,1006.4,1.1,1.1,0.0,0.9,1.2,0.0,272.3,345.5,279.8,308.7,84.2,76.8,76.1,77.7,75.1,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4600,21.5,22.2,22.2,20.1,20.3,986.3,986.6,999.4,1005.0,998.5,1005.9,1006.4,1006.0,1006.5,1006.5,1.6,2.6,0.0,0.2,1.5,0.0,241.0,350.9,253.5,314.8,85.9,78.8,76.4,77.5,76.0,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4601,21.2,22.2,22.1,20.3,20.1,986.3,986.6,999.4,1005.1,998.4,1005.9,1006.4,1005.9,1006.4,1006.6,1.7,1.4,0.3,0.4,1.5,309.4,265.3,0.6,259.5,330.0,84.4,81.0,77.6,77.8,76.8,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4602,21.2,22.0,22.0,20.2,19.8,986.3,986.6,999.6,1005.2,998.5,1006.1,1006.5,1006.0,1006.5,1006.7,0.5,1.9,1.0,0.5,0.2,9.8,225.5,232.7,248.5,322.3,84.7,81.3,78.9,78.3,77.0,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4603,20.3,21.9,22.0,20.1,19.8,986.3,986.6,999.7,1005.2,998.6,1006.2,1006.5,1006.0,1006.6,1006.8,1.4,1.9,0.4,0.6,0.9,280.3,242.8,28.9,270.1,333.0,85.2,85.5,79.6,78.8,77.2,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,22.0
4604,20.3,21.7,21.8,20.1,19.6,986.3,986.7,999.8,1005.4,998.6,1006.4,1006.6,1006.0,1006.7,1007.0,0.9,1.9,1.0,0.9,0.5,251.8,188.7,27.1,270.3,320.7,84.4,85.2,80.4,79.5,77.5,0.0,0.0,0.0,0.0,0.0,23.95,0.0,0.0,0.0,27.88,,,,,,,,,,,,,,,,,,,21.5
