wd1,wd2,wd3,wd4,wd5
163.8,277.8,217.0,352.9,281.5
160.4,281.8,210.6,281.4,316.4
29.2,330.5,215.2,334.9,296.3
174.4,237.3,229.5,351.1,230.5
162.4,260.3,272.1,350.8,190.7
146.6,254.1,224.8,322.0,51.9
197.9,220.2,232.1,351.7,23.3
169.9,263.7,209.7,297.2,308.1
202.1,276.7,238.4,339.6,284.8
185.3,267.4,231.5,333.2,52.2
190.2,239.4,220.3,349.0,297.3
188.1,262.2,231.9,313.3,325.3
222.5,236.9,219.9,294.8,314.9
186.0,235.5,219.6,333.0,251.5
206.0,271.9,217.7,311.9,20.0
191.6,265.8,222.4,299.2,260.9
210.7,233.6,217.5,290.9,299.6
117.6,247.3,203.8,278.9,303.9
144.3,211.3,226.4,298.1,302.7
166.2,222.2,249.4,299.7,297.0
210.5,273.5,243.0,280.1,299.2
192.4,195.3,218.8,293.5,298.1
209.1,189.7,224.9,289.6,248.5
198.0,219.5,233.1,281.2,301.0
190.2,238.2,258.0,271.0,316.6
193.1,199.1,226.6,249.3,318.7
192.6,254.0,233.0,240.4,305.0
182.5,154.1,281.5,265.1,321.9
203.8,182.6,270.7,278.7,291.9
162.1,143.5,255.9,265.4,322.1
179.4,255.6,211.8,265.7,303.6
164.5,242.0,223.8,255.9,292.7
154.0,252.7,265.5,280.1,351.1
198.5,225.3,279.3,274.1,297.7
149.8,213.2,316.9,257.1,308.9
167.3,252.2,311.1,268.5,317.2
194.2,260.3,333.6,245.7,304.3
191.7,256.0,335.9,262.6,313.7
191.7,258.4,2.2,274.0,280.8
196.2,268.8,342.7,279.8,313.4
188.1,263.5,347.5,282.6,317.9
180.7,251.6,348.9,286.9,353.8
183.2,264.3,4.2,262.0,281.9
175.9,273.3,339.0,240.6,310.3
185.5,243.4,0.0,290.2,314.3
192.1,297.8,0.0,292.3,340.6
194.2,348.5,51.4,0.0,337.4
259.9,330.9,0.0,311.8,4.7
195.1,282.4,359.2,317.9,348.4
240.6,288.9,0.0,274.4,338.4
214.8,309.5,0.0,300.5,303.1
233.2,294.5,7.7,0.0,314.8
226.5,271.9,0.0,0.0,0.0
259.5,303.4,269.0,0.0,272.3
176.8,263.1,294.7,0.0,256.8
210.3,243.9,257.0,0.0,295.4
160.0,217.7,235.6,0.0,355.3
250.3,0.0,266.8,329.2,307.1
226.1,178.7,23.1,0.0,331.6
143.2,247.5,206.8,0.0,302.0
152.6,278.2,133.4,0.0,339.2
209.3,282.2,58.2,0.0,350.3
310.6,355.3,0.0,0.0,309.3
24.3,0.0,0.0,0.0,243.1
23.5,135.3,14.8,0.0,308.7
332.4,185.0,243.6,0.0,317.0
227.3,170.6,0.0,0.0,295.7
211.1,154.2,133.4,0.0,312.1
15.9,155.1,0.0,0.0,310.5
0.0,158.9,3.0,0.0,304.1
0.0,151.7,0.0,0.0,305.2
0.0,149.0,99.0,0.0,0.0
0.0,140.1,317.4,0.0,0.0
240.6,161.2,82.5,0.0,321.2
260.1,192.9,93.4,0.0,0.0
224.8,172.2,79.7,0.0,297.0
235.2,164.3,173.1,0.0,0.0
229.8,265.3,0.0,0.0,0.0
213.8,209.5,173.4,0.0,0.0
229.3,0.0,167.1,0.0,0.0
222.1,0.0,236.7,0.0,338.6
233.3,249.5,183.7,0.0,343.5
211.4,243.2,166.9,0.0,349.6
0.0,263.7,248.0,0.0,356.6
228.6,258.1,222.0,294.8,0.0
225.2,256.5,207.8,291.6,45.3
279.6,321.8,295.9,0.0,331.8
221.2,232.8,254.1,0.0,306.9
221.9,241.5,186.8,241.7,346.4
221.0,303.9,205.7,0.0,311.8
196.0,331.4,0.0,0.0,40.5
236.3,0.1,72.4,0.0,320.7
268.0,319.5,74.3,97.1,287.6
265.4,338.7,207.5,261.3,343.1
0.0,33.4,117.4,0.0,266.3
217.5,347.3,129.9,323.2,40.1
225.6,144.2,73.2,267.7,0.0
306.2,345.0,230.2,260.3,298.9
341.3,306.2,93.4,0.0,201.2
211.3,244.9,133.1,0.0,264.6
249.0,252.4,126.0,0.0,260.9
194.6,218.2,84.0,0.0,314.4
91.9,0.0,56.5,0.0,264.2
131.3,0.0,132.4,0.0,241.9
358.7,303.5,144.3,339.6,225.1
314.9,0.0,167.6,0.0,261.6
301.8,297.4,177.8,0.0,181.6
303.7,169.3,198.1,0.0,182.3
220.3,190.3,199.3,0.0,193.2
197.0,92.8,213.2,0.0,168.5
185.3,0.0,211.7,0.0,80.8
220.5,235.9,189.8,0.0,115.2
226.2,132.2,208.0,0.0,66.0
177.4,163.3,189.6,0.0,283.5
174.1,113.2,240.2,0.0,166.1
208.0,304.6,293.3,0.0,227.5
249.7,220.7,326.7,0.0,248.8
234.8,281.0,226.8,0.0,254.4
249.6,314.1,243.7,0.0,250.5
254.4,344.5,274.2,0.0,0.0
221.7,340.1,261.8,0.0,275.5
200.9,262.3,344.3,0.0,320.2
198.0,275.6,270.7,0.0,264.8
178.2,243.1,217.7,0.0,288.2
208.5,275.5,95.8,0.0,275.9
197.5,322.5,135.4,0.0,260.1
33.9,251.8,176.9,0.0,322.5
185.3,259.5,347.1,342.5,253.7
195.3,271.1,262.8,129.8,261.2
196.8,198.6,234.3,288.2,232.0
202.5,357.3,183.4,316.6,237.2
114.4,247.4,185.8,340.8,109.6
199.5,206.3,346.2,14.4,307.0
150.7,172.7,290.4,337.3,296.6
129.1,339.2,293.6,339.3,272.9
154.5,23.3,315.2,294.3,164.1
157.0,295.4,179.2,353.2,298.6
185.4,291.0,193.7,338.6,22.0
248.8,282.6,275.5,326.2,92.6
71.6,335.9,271.0,333.3,295.5
182.8,343.3,210.1,356.0,169.4
177.7,323.7,223.8,337.8,161.1
179.5,130.5,260.0,13.0,116.7
201.7,251.5,239.9,337.7,305.3
189.5,252.5,223.0,343.8,236.4
137.7,138.6,239.7,359.9,266.0
203.7,122.1,28.6,345.6,336.7
214.9,107.7,167.1,303.8,247.9
177.3,122.2,285.0,308.2,253.6
121.1,190.8,48.8,290.3,252.8
100.0,102.6,219.6,288.6,254.6
134.4,120.8,272.8,260.3,298.7
107.8,153.3,265.1,249.6,295.1
134.2,238.8,235.6,263.8,266.1
105.0,139.8,291.4,255.9,245.8
117.0,121.5,259.1,249.1,256.9
162.4,115.8,228.9,262.2,212.9
137.6,126.2,235.3,272.9,265.6
148.5,165.8,221.1,256.3,199.1
109.5,113.1,230.9,283.0,297.4
210.7,295.0,232.0,280.3,242.8
204.4,242.0,229.8,278.1,221.1
192.1,161.4,213.9,259.4,259.2
170.2,121.3,220.1,281.4,303.1
123.9,160.8,218.3,278.5,263.3
137.7,164.1,224.1,276.9,311.0
142.3,121.6,216.0,256.9,315.3
125.7,124.3,222.1,245.0,274.6
200.4,179.0,219.4,255.6,302.8
212.5,164.0,228.8,289.5,318.5
157.2,142.5,234.4,249.4,314.6
203.4,131.8,239.0,266.8,309.3
176.0,165.8,211.9,249.7,338.3
173.9,153.4,217.5,267.4,346.1
187.3,143.4,243.4,271.3,307.9
164.8,129.9,241.0,288.3,286.5
154.1,133.9,222.7,299.4,304.0
168.4,127.3,233.4,293.0,305.7
145.7,123.5,236.2,290.1,280.3
68.3,143.3,218.3,292.7,326.2
24.0,151.7,217.0,280.0,309.0
49.0,120.6,148.9,303.5,312.7
299.3,146.8,134.5,303.6,315.8
291.6,120.7,137.8,0.0,308.1
28.7,122.3,137.1,302.7,306.3
14.4,127.4,131.0,282.3,290.5
177.7,135.8,144.9,304.1,310.3
205.2,181.3,145.1,288.6,260.3
294.1,128.3,102.8,260.4,248.9
352.1,139.2,89.5,0.0,284.0
295.8,141.2,133.7,271.7,279.0
335.3,138.9,128.6,240.2,253.4
0.0,132.6,55.6,287.4,0.0
177.0,143.9,74.5,0.0,0.0
0.0,127.5,99.6,264.6,0.0
184.7,139.7,106.6,0.0,270.5
166.6,120.7,114.7,288.1,0.0
230.3,125.1,132.1,0.0,268.7
0.0,128.7,135.3,227.7,251.5
0.0,112.2,209.4,245.5,243.8
28.4,84.5,0.0,280.1,247.7
326.6,108.6,0.0,0.0,259.7
252.7,99.9,24.6,278.7,263.2
229.2,102.1,13.1,267.6,260.9
222.2,116.4,300.7,262.5,281.2
231.0,150.7,231.1,297.2,255.9
0.0,150.2,164.7,0.0,262.5
0.0,200.3,66.6,241.5,265.9
0.0,171.2,55.7,0.0,252.7
0.0,160.4,113.1,0.0,0.0
208.6,250.0,0.0,282.7,258.7
270.8,261.2,0.0,287.9,261.1
0.0,215.0,0.0,275.9,230.8
0.0,240.7,0.0,0.0,207.7
225.7,252.3,0.0,0.0,236.2
233.4,244.8,0.0,0.0,259.5
249.9,287.2,0.0,0.0,246.5
221.3,266.1,0.0,0.0,0.0
213.5,246.8,0.0,0.0,0.0
218.7,249.8,0.0,0.0,0.0
233.3,263.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,257.4
0.0,221.7,140.8,0.0,252.1
243.5,239.6,0.0,0.0,240.1
232.0,231.8,0.0,0.0,281.3
202.3,244.5,137.6,0.0,0.0
102.3,0.0,0.0,0.0,0.0
26.6,251.2,0.0,0.0,262.5
45.4,240.2,0.0,0.0,259.6
0.0,251.6,160.5,0.0,267.3
0.0,261.0,139.5,0.0,0.0
29.5,251.8,317.6,0.0,0.0
6.2,282.4,244.7,0.0,231.8
188.9,268.8,0.0,0.0,0.0
231.1,289.9,0.0,0.0,0.0
223.3,0.7,0.0,0.0,0.0
212.1,336.1,277.6,0.0,0.0
0.0,253.6,0.0,0.0,0.0
52.0,240.9,262.2,0.0,0.0
0.0,266.0,0.0,0.0,0.0
270.3,297.0,192.4,0.0,43.3
32.4,253.3,0.0,0.0,33.8
0.0,246.7,199.3,0.0,0.0
0.0,245.4,207.7,0.0,21.9
0.0,238.2,0.0,0.0,5.2
265.8,248.0,250.9,0.0,325.8
241.7,238.9,0.0,0.0,0.0
267.1,234.2,170.0,0.0,0.0
196.9,298.6,257.7,0.0,320.6
186.9,291.7,306.2,0.0,315.2
225.1,260.3,277.1,0.0,331.3
282.5,233.9,324.7,0.0,324.1
24.5,325.5,347.9,0.0,303.4
184.4,0.0,7.4,0.0,318.9
3.0,280.2,192.8,0.0,0.0
251.7,274.8,261.1,0.0,0.0
231.4,204.9,297.3,0.0,299.9
193.2,278.9,359.6,0.0,0.0
60.5,197.9,333.6,0.0,25.2
50.7,187.6,330.8,0.0,326.2
46.5,134.4,15.7,0.0,45.7
48.5,0.0,0.0,0.0,255.8
36.7,221.1,71.6,0.0,299.3
347.9,209.9,149.0,0.0,204.8
174.9,305.3,138.4,0.0,260.1
154.5,115.1,163.9,0.0,167.5
114.5,184.9,0.0,0.0,143.9
85.5,225.5,252.8,0.0,0.0
74.5,99.8,253.2,0.0,0.0
54.9,136.1,238.8,0.0,201.6
115.5,132.1,166.5,0.0,223.5
1.2,274.2,219.7,167.4,269.8
98.9,252.7,242.6,148.4,225.7
132.3,23.1,214.4,67.4,149.2
102.5,70.5,115.6,296.7,165.8
103.1,189.1,206.1,153.1,146.0
123.3,33.0,142.9,176.1,204.5
84.8,184.4,126.4,167.8,254.2
72.9,177.0,220.3,70.3,293.0
88.4,306.4,281.2,129.8,225.0
68.2,260.3,147.1,158.2,248.7
74.3,27.1,250.8,180.6,246.8
95.0,325.4,190.0,56.0,247.0
54.9,278.2,259.6,66.6,215.5
71.1,323.3,112.3,29.1,257.5
65.4,327.0,63.5,287.9,281.4
25.4,359.9,133.9,61.4,209.3
58.1,265.4,123.7,124.1,203.7
25.4,334.7,18.6,124.7,207.0
68.3,338.0,61.3,151.3,149.5
45.8,321.6,25.2,26.7,246.1
43.1,292.6,330.4,50.1,86.5
24.3,295.9,64.0,343.0,318.2
355.4,297.0,30.2,30.6,39.1
46.1,290.9,20.2,58.0,353.4
67.4,343.5,25.8,171.0,20.5
51.3,321.9,354.4,70.4,356.1
24.1,294.1,345.6,72.4,354.0
349.6,271.2,351.3,56.0,18.6
348.4,287.9,322.9,90.0,7.5
338.7,283.3,10.2,2.9,25.5
311.8,279.1,334.5,61.8,28.2
40.0,301.8,354.6,32.4,359.1
23.2,279.0,11.8,350.0,3.5
4.7,278.1,9.8,7.2,31.4
324.2,288.2,29.7,359.8,40.4
253.0,285.9,321.9,30.5,0.2
163.4,292.3,25.6,19.6,0.9
321.1,299.4,162.2,355.1,36.1
216.8,275.0,334.4,236.4,18.0
353.7,173.7,0.9,193.8,30.5
313.0,312.5,358.4,177.2,30.9
324.8,241.4,213.9,185.5,131.3
8.9,300.9,52.0,76.3,4.5
33.8,247.7,46.0,120.5,25.4
337.8,73.1,7.5,92.8,337.5
28.2,273.4,5.6,106.8,12.2
302.3,4.7,312.9,89.7,334.4
58.2,349.0,356.3,143.6,27.7
32.8,24.9,22.7,120.4,20.9
42.0,271.4,326.5,120.3,22.0
7.8,250.1,349.1,140.9,20.2
343.3,262.0,2.1,146.1,38.2
57.5,256.1,0.4,158.7,32.3
335.7,257.0,17.4,139.4,35.4
20.9,286.1,348.8,137.2,38.2
57.9,187.9,306.1,162.4,42.2
51.4,99.8,19.9,143.8,355.5
15.5,306.1,72.7,169.8,25.9
26.3,160.9,42.9,155.7,37.0
27.3,128.5,90.6,147.5,319.4
48.3,96.0,82.8,133.4,307.8
21.2,97.7,69.4,171.1,20.7
359.3,66.9,53.8,135.1,28.5
358.3,92.8,68.3,87.7,23.6
24.0,58.5,57.2,99.6,22.3
62.5,306.6,87.3,111.3,43.9
336.7,55.4,71.7,90.9,43.2
9.4,352.5,86.7,95.0,108.3
187.9,335.5,82.4,104.3,101.0
248.0,18.5,66.7,117.6,127.5
4.6,358.4,54.6,114.6,105.5
37.4,12.7,43.5,94.7,120.4
75.5,6.6,56.9,87.3,151.3
348.2,6.6,56.6,97.8,95.7
133.7,23.4,59.7,73.5,62.8
18.3,1.1,39.8,92.1,62.2
62.9,350.6,36.5,92.5,67.0
57.2,2.5,57.9,88.1,93.9
62.4,5.9,17.5,99.7,84.8
62.7,39.9,21.1,96.4,96.9
76.5,63.8,7.2,102.5,107.0
69.7,62.3,61.6,114.7,93.8
10.7,68.8,331.5,105.0,74.5
53.9,51.3,41.8,97.1,82.7
67.5,66.0,354.9,103.3,101.9
22.9,42.5,64.7,110.0,85.3
40.6,88.4,26.3,118.8,78.5
42.6,73.8,17.0,77.4,85.4
47.5,45.3,336.1,115.8,88.3
58.2,57.0,352.1,134.8,88.2
59.5,64.1,51.3,116.0,42.0
52.3,50.1,19.1,114.3,322.9
41.8,62.9,13.2,92.8,335.9
54.9,42.2,0.6,113.7,340.3
41.8,55.3,301.6,104.4,7.5
57.7,58.7,20.2,102.4,27.9
33.4,41.1,325.2,157.2,14.4
64.7,67.3,6.4,125.9,23.8
23.0,59.6,17.8,100.7,45.1
34.1,55.8,350.8,115.7,21.1
55.9,38.2,20.6,163.9,34.8
34.9,69.0,38.8,149.8,340.1
49.9,43.3,42.4,153.9,11.2
76.8,33.2,23.4,145.2,40.8
38.1,55.3,22.2,137.9,75.4
51.1,33.7,12.6,131.5,18.3
43.8,64.3,15.8,130.4,311.2
48.4,66.2,26.2,149.6,51.9
74.3,36.8,26.2,148.1,0.0
33.0,38.5,66.4,147.1,0.0
86.9,57.2,63.7,136.0,0.0
50.2,109.9,317.1,140.1,0.0
41.8,55.7,8.1,136.8,273.7
58.7,212.7,329.5,170.2,0.0
55.6,53.3,352.6,201.3,348.1
79.7,0.0,357.7,157.2,0.0
96.1,136.2,15.3,180.6,325.9
40.7,75.5,4.8,185.0,315.8
49.8,1.2,1.2,146.8,333.7
87.7,234.2,5.2,121.8,20.1
61.7,359.1,49.4,163.1,36.1
9.1,18.7,329.0,164.5,10.7
154.2,299.7,16.6,199.1,20.8
66.8,285.0,5.7,0.0,28.7
136.0,327.6,55.3,0.0,23.0
137.9,342.1,44.3,277.8,45.4
270.9,330.6,33.8,0.0,29.8
63.4,263.8,60.9,0.0,37.0
334.6,343.1,35.6,0.0,52.1
347.1,323.1,11.4,352.8,358.3
20.9,0.0,40.7,307.4,39.1
320.0,0.0,49.5,0.0,34.2
325.7,307.7,28.0,0.0,30.0
149.5,297.6,327.8,0.0,15.8
352.9,337.2,51.2,0.0,18.2
311.7,347.8,28.1,0.0,22.7
150.6,289.6,46.6,0.0,46.4
211.6,281.8,57.0,0.0,46.4
78.6,27.4,10.9,0.0,21.6
334.2,73.8,23.7,0.0,48.1
123.2,48.7,350.6,0.0,42.8
300.3,15.6,318.1,0.0,51.5
133.0,353.8,345.9,0.0,11.6
11.1,0.0,297.0,0.0,31.6
121.0,9.0,315.5,0.0,21.6
95.0,330.5,7.0,0.0,22.6
227.2,342.4,31.1,0.0,17.4
30.5,4.0,265.4,0.0,23.8
295.9,317.4,103.0,0.0,33.0
106.1,348.8,113.5,0.0,16.5
81.9,325.3,17.0,0.0,24.4
71.8,326.3,163.3,0.0,41.8
89.1,329.3,341.2,0.0,35.5
279.0,326.0,330.9,0.0,358.9
214.7,290.8,307.4,0.0,24.8
244.2,342.4,1.5,0.0,6.1
48.9,292.5,306.3,0.0,32.1
252.3,306.4,325.1,0.0,20.9
220.2,293.0,352.9,0.0,28.7
263.8,285.2,299.9,0.0,27.9
230.2,314.2,182.7,0.0,30.9
206.8,282.5,166.6,0.0,25.5
208.0,303.2,123.5,0.0,19.5
189.4,301.6,280.0,0.0,30.6
195.8,296.4,90.7,0.0,37.3
183.8,300.4,70.5,0.0,30.4
184.0,280.7,100.5,0.0,28.6
178.6,285.2,62.3,0.0,37.6
180.5,261.1,86.5,0.0,11.5
192.1,287.6,140.3,0.0,20.5
217.9,284.0,34.3,0.0,24.5
218.8,277.8,93.7,0.0,37.6
222.2,306.2,81.1,0.0,24.4
231.7,295.2,239.7,0.0,17.8
237.6,300.6,112.7,0.0,24.3
219.1,292.7,76.8,0.0,29.3
211.1,291.0,58.2,0.0,20.7
222.0,279.6,61.9,0.0,42.5
229.7,299.4,73.3,0.0,36.5
220.7,294.4,207.3,0.0,20.8
223.7,293.6,76.2,0.0,357.6
226.4,296.4,64.7,51.5,52.2
211.5,292.8,65.0,62.0,52.7
224.4,289.5,59.0,10.8,23.5
257.2,242.0,99.5,0.0,354.2
227.7,308.1,92.3,75.8,24.8
226.8,343.0,318.3,2.9,16.9
228.7,45.4,88.8,1.6,24.4
245.9,200.8,116.6,331.3,32.7
220.4,242.1,204.0,351.1,348.9
211.7,248.2,309.0,353.0,8.6
208.1,0.0,299.5,5.0,10.9
229.3,309.1,6.5,1.3,29.8
0.0,315.7,337.0,1.8,8.2
334.2,286.9,332.6,347.0,15.0
310.5,294.7,11.9,5.3,42.4
359.5,290.7,2.4,0.0,40.5
285.1,293.3,9.7,0.0,355.3
243.9,273.6,0.0,0.0,12.8
0.0,283.9,33.8,0.0,22.1
0.0,0.0,38.1,0.0,14.3
23.7,0.0,38.7,0.0,53.2
70.7,0.0,344.2,0.0,28.6
72.3,183.9,0.0,0.0,14.7
68.3,220.7,21.8,0.0,4.8
0.0,207.4,357.1,0.0,31.7
357.0,0.0,345.1,0.0,52.8
343.6,0.0,341.1,0.0,37.3
50.2,13.9,13.2,0.0,7.1
235.4,278.0,351.2,0.0,24.4
263.5,313.2,324.1,0.0,38.6
301.2,288.4,338.3,0.0,14.6
346.8,272.8,331.3,0.0,32.8
197.4,281.5,327.3,0.0,41.0
217.0,282.0,338.3,0.0,15.7
249.5,237.9,346.8,0.0,30.0
0.0,293.5,337.6,0.0,19.9
181.6,316.3,0.0,0.0,1.2
350.8,330.7,12.7,0.0,24.8
0.0,314.6,325.6,0.0,24.3
0.0,0.0,327.5,0.0,38.6
0.0,0.0,330.5,0.0,30.6
213.2,0.0,0.6,0.0,9.2
253.0,257.1,26.7,0.0,23.6
210.6,264.4,336.3,0.0,36.2
221.5,263.5,0.0,0.0,23.7
208.0,296.1,0.0,0.0,3.6
252.6,270.2,0.0,0.0,18.3
246.5,274.0,313.6,0.0,24.1
251.5,266.4,16.2,0.0,28.8
36.5,247.8,11.8,0.0,43.6
55.9,227.5,13.5,0.0,62.4
36.4,221.8,21.3,0.0,35.9
136.7,236.5,25.5,0.0,38.6
243.9,264.7,10.2,0.0,49.1
282.9,252.7,283.3,0.0,43.3
341.3,264.5,59.3,0.0,38.2
344.0,261.7,17.3,0.0,32.5
0.0,255.7,1.0,0.0,22.3
0.0,254.5,21.0,0.0,36.9
0.0,243.3,27.3,0.0,0.0
0.0,270.3,12.2,0.0,342.1
253.8,292.8,199.7,0.0,342.2
207.3,280.5,20.4,0.0,1.4
0.0,0.0,0.0,0.0,2.5
0.0,0.0,14.9,0.0,0.0
0.0,128.1,237.0,0.0,349.1
0.0,150.9,30.6,0.0,35.5
0.0,267.2,0.0,0.0,27.1
188.7,269.0,0.0,0.0,0.0
199.5,254.3,51.5,0.0,0.0
0.0,240.8,0.0,0.0,31.2
203.1,242.2,0.0,0.0,334.1
224.3,236.1,24.8,0.0,0.0
182.2,0.0,0.0,0.0,37.2
213.0,0.0,0.0,0.0,0.0
177.9,357.1,0.0,0.0,0.0
212.3,338.7,0.0,0.0,0.0
206.1,278.2,0.0,0.0,166.5
199.4,268.8,0.0,0.0,0.0
238.8,263.5,0.0,0.0,0.0
195.0,248.4,225.1,0.0,0.0
204.6,243.3,0.0,0.0,0.0
245.9,137.5,0.0,0.0,0.0
191.4,0.0,171.9,0.0,165.9
217.5,258.4,0.0,0.0,180.1
234.6,259.6,272.7,0.0,0.0
183.5,265.8,43.0,0.0,194.1
201.1,271.7,47.2,85.3,298.0
281.0,284.6,50.0,99.7,0.0
243.6,0.0,49.8,138.0,0.0
194.0,301.2,32.3,152.2,155.6
190.7,348.8,329.9,0.0,2.9
205.4,2.8,178.1,0.0,358.5
211.0,84.2,221.9,0.0,85.4
183.2,98.3,149.9,0.0,67.9
174.0,164.8,0.0,0.0,119.6
205.7,0.0,226.0,0.0,35.6
254.4,4.2,260.4,0.0,55.2
271.1,215.2,237.4,0.0,23.2
210.7,174.9,187.3,0.0,129.7
264.1,155.7,148.3,62.6,167.8
177.8,78.2,191.2,120.1,261.5
219.5,0.0,170.2,74.2,224.5
312.9,280.7,158.8,24.6,268.4
230.2,164.2,136.1,349.0,229.5
164.2,137.0,151.3,197.8,129.0
168.2,181.6,207.7,56.0,165.1
160.2,202.0,242.4,113.7,0.0
66.4,85.7,98.5,149.9,171.8
44.5,199.6,190.9,306.6,224.1
83.3,21.7,98.0,55.6,323.3
177.1,5.0,265.7,323.0,211.7
57.7,21.7,270.1,298.8,282.2
203.9,0.0,284.5,45.8,204.9
232.8,331.9,239.7,315.9,168.9
266.3,49.4,132.3,295.1,162.0
290.1,45.0,209.9,2.7,333.9
187.9,99.4,135.0,230.2,208.5
36.8,39.8,120.5,251.3,329.8
90.3,300.7,230.4,327.3,214.3
181.1,206.5,180.3,35.1,101.4
113.3,13.0,239.7,31.4,317.9
259.4,64.7,190.5,315.7,266.5
87.6,39.6,215.2,19.8,169.7
61.7,115.6,247.8,282.1,286.2
98.2,185.2,221.0,284.9,238.4
173.1,67.4,223.3,171.6,267.9
46.5,77.8,229.2,44.1,255.4
45.3,339.0,219.7,44.9,309.4
49.0,4.8,214.5,42.0,188.1
286.3,350.9,257.0,25.4,268.8
64.5,59.9,238.7,345.8,252.3
141.9,13.8,237.7,74.0,253.4
76.8,14.2,269.4,81.5,191.3
26.5,324.7,253.7,35.1,281.0
91.4,302.3,245.0,359.8,201.8
73.4,230.8,231.4,198.5,261.5
60.9,265.6,268.4,94.8,173.1
70.9,35.9,221.6,0.0,175.3
88.4,301.3,228.7,0.0,181.0
141.2,8.6,215.9,0.0,240.8
29.5,350.4,231.4,166.8,161.1
35.6,304.3,234.4,0.0,208.0
97.7,266.1,224.1,312.4,195.8
80.0,264.7,239.1,0.0,168.2
23.0,261.3,220.9,280.0,209.9
57.0,285.9,249.4,311.3,101.3
43.5,313.4,210.9,281.2,170.1
20.6,298.2,217.5,291.8,314.6
16.3,268.3,217.2,288.6,242.8
34.8,239.0,251.5,281.0,278.3
23.4,222.9,219.9,276.4,272.4
14.5,234.6,217.1,309.1,317.9
23.2,221.3,219.6,297.7,294.8
25.4,222.8,243.3,305.6,302.1
351.3,238.3,214.2,245.0,313.2
328.7,119.9,219.3,255.0,333.9
334.6,149.0,233.7,262.0,287.9
338.0,122.9,242.9,275.2,328.9
325.9,122.8,218.0,270.9,313.7
324.8,156.7,207.8,260.1,310.5
335.3,140.1,217.0,271.8,291.5
51.6,161.8,223.4,248.2,345.3
17.1,146.4,222.1,269.6,348.4
335.6,121.0,231.4,268.5,11.9
213.8,133.3,0.0,271.3,357.4
296.8,140.3,172.1,258.7,356.5
214.0,146.9,161.5,262.7,348.3
237.0,99.2,166.2,257.4,274.3
351.9,141.8,182.4,253.9,272.8
91.9,128.2,173.5,288.2,275.7
318.2,141.4,187.8,264.4,300.0
28.0,145.8,137.9,273.7,253.8
352.7,154.2,142.5,298.6,227.1
234.9,136.6,153.7,315.1,253.6
275.1,148.5,151.5,252.5,259.2
196.4,144.2,145.3,0.0,287.7
186.0,126.2,147.4,0.0,290.8
35.4,134.6,158.5,283.6,273.5
25.3,137.6,149.6,0.0,250.1
10.5,141.1,148.1,0.0,262.7
179.7,118.7,141.2,147.2,0.0
0.0,117.7,156.9,168.0,0.0
0.0,113.2,154.2,101.9,0.0
172.4,157.1,132.1,0.0,242.8
278.9,157.9,130.0,0.0,219.1
345.8,122.8,169.2,295.7,253.0
344.8,146.8,81.1,275.2,261.1
195.0,158.4,141.2,302.8,205.9
190.8,127.9,239.4,0.0,258.6
0.0,140.1,0.0,0.0,0.0
257.3,119.8,0.0,0.0,226.2
211.4,139.5,262.9,0.0,0.0
0.0,131.6,241.7,205.6,251.8
189.7,0.0,233.0,166.7,251.1
267.8,0.0,255.6,272.1,272.8
216.0,159.2,262.2,263.2,243.6
292.0,185.9,236.2,0.0,275.7
161.8,185.6,221.1,286.9,273.6
0.0,169.8,220.5,0.0,224.4
234.4,176.6,0.0,0.0,198.5
251.8,158.8,50.9,289.0,0.0
292.6,0.0,94.3,0.0,201.4
339.3,269.3,67.9,0.0,257.4
0.0,306.2,36.7,0.0,264.8
0.0,339.7,108.9,0.0,285.8
0.0,18.0,19.1,0.0,280.9
285.9,11.9,0.0,0.0,0.0
266.6,3.0,0.0,0.0,0.0
217.1,351.0,15.8,0.0,249.6
245.0,340.7,30.9,0.0,0.0
0.0,292.0,25.5,0.0,0.0
0.0,306.2,0.0,0.0,0.0
176.0,313.3,0.0,0.0,258.8
183.7,277.9,86.3,0.0,260.8
283.9,300.4,0.0,0.0,253.7
267.7,319.5,69.7,268.0,0.0
0.0,313.7,52.0,292.3,0.0
14.2,353.0,96.1,0.0,0.0
11.4,348.1,68.7,5.9,0.0
61.7,323.9,0.0,0.0,0.0
0.0,10.2,0.0,0.0,0.0
280.7,0.0,0.0,0.0,0.0
283.4,0.0,23.6,0.0,0.0
205.7,0.0,272.4,0.0,0.0
0.0,0.0,267.6,0.0,0.0
211.8,116.7,288.0,0.0,0.0
197.2,274.9,323.1,0.0,285.2
218.1,235.7,337.9,0.0,328.3
191.2,239.2,326.8,0.0,314.4
228.2,256.8,0.0,0.0,346.3
184.2,267.4,358.7,0.0,0.0
198.5,343.7,0.0,0.0,0.0
263.0,56.6,315.6,0.0,0.0
189.4,11.1,346.8,0.0,0.0
238.4,263.2,0.0,0.0,0.0
246.7,256.8,133.2,0.0,0.0
328.2,229.6,98.9,0.0,219.2
105.8,176.3,44.7,0.0,106.7
48.7,64.3,65.3,0.0,185.8
51.7,69.0,113.6,158.4,174.8
65.7,72.7,58.7,18.1,124.2
70.3,359.2,83.2,289.3,168.9
66.4,18.6,182.8,353.2,170.0
64.4,0.0,195.2,153.5,0.0
63.8,38.4,211.1,302.1,240.3
75.4,32.3,354.7,51.8,238.4
